Tokens,Entities
ⲁ ϥ ϩⲱⲛ ⲉⲧⲟⲟⲧ ϥ ⲙ ⲡ ⲙⲏⲏϣⲉ ⲉ ⲧⲣⲉ ⲩ ⲛⲟϫ ⲟⲩ ϩⲓ ⲡ ⲉⲥⲏⲧ ⲁ ϥ ϫⲓ ⲇⲉ ⲙ ⲡ ⲥⲁϣϥ ⲛ ⲟⲉⲓⲕ ⲁ ϥ ϣⲡϩⲙⲟⲧ ⲉϫⲱ ⲟⲩ ⲁ ϥ ⲡⲟϣ ⲟⲩ ⲁⲩⲱ ⲁ ϥ ⲧⲁⲁ ⲩ ⲛ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ϫⲉ ⲉⲩⲉ ⲕⲁⲁ ⲩ ϩⲁⲣⲱ ⲟⲩ . ⲁⲩⲱ ⲁ ⲩ ⲕⲁⲁ ⲩ ϩⲁⲣⲱ ϥ ⲙ ⲡ ⲙⲏⲏϣⲉ,O O O O O O person person O O O O O O O O O O O O O object O O object O O O O O O O O O O O O O O O person person O O O O O O O O O O O O O O O person person
ⲛⲉ ⲩⲛⲧ ⲟⲩ ⲕⲉ ϣⲏⲙ ⲇⲉ ⲛ ⲧⲃⲧ ⲛⲧⲉⲣⲉ ϥ ⲥⲙⲟⲩ ⲇⲉ ⲉⲣⲟ ⲟⲩ ⲁ ϥ ⲟⲩⲉϩⲥⲁϩⲛⲉ ⲉ ⲕⲁ ⲛⲉⲓ ⲕⲟⲟⲩⲉ ϩⲁⲣⲱ ⲟⲩ .,O O O animal O O O animal O O O O O O O O O O O person person O O O
ⲉ ⲩ ⲟⲩⲱⲙ ⲇⲉ ⲁ ⲩ ⲥⲉⲓ ⲁⲩⲱ ⲁ ⲩ ϥⲓ ⲛ ⲛ ⲗⲁⲕⲙ . ⲉⲛⲧ ⲁ ⲩ ⲣϩⲟⲩⲟ ⲉ ⲩ ⲛⲁ ⲣ ⲥⲁϣϥ ⲛ ⲃⲓⲣ,O O O O O O O O O O O O object O O O O O object O O O O object O object
ⲛⲉ ⲩ ⲛⲁ ⲣ ϩⲙⲉ ⲇⲉ ⲛ ϣⲉ ⲁⲩⲱ ⲁ ϥ ⲕⲁⲁ ⲩ ⲉⲃⲟⲗ .,O O O O person O O person O O O O O O O
[..] ⲇⲉ ⲛⲧⲉⲣⲉ ϥ ⲁⲗⲉ ⲉ ⲡ ϫⲟⲉⲓ ⲙⲛ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ⲁ ϥ ⲉⲓ ⲉϩⲣⲁⲓ ⲉ ⲛ ⲥⲁ ⲛ ⲇⲁⲗⲙⲁⲛⲟⲩⲑⲁ .,O O O O O O object object O person person O O O O O place O O place-Dalmanutha O
ⲁ ⲩ ⲉⲓ ⲉⲃⲟⲗ ⲛϭⲓ ⲛⲉ ⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲁ ⲩ ⲁⲣⲭⲉⲓ ⲉ ϯⲧⲱⲛ ⲛⲙⲙⲁ ϥ ⲉ ⲩ ⲕⲱⲧⲉ ⲛⲥⲁ ⲟⲩ ⲙⲁⲉⲓⲛ ⲛⲧⲟⲟⲧ ϥ ⲉⲃⲟⲗ ϩⲛ ⲧ ⲡⲉ ⲉ ⲩ ⲡⲉⲓⲣⲁⲍⲉ ⲙⲙⲟ ϥ .,O O O O O person person O O O O O O O O O O O abstract abstract O O O O place place O O O O O O
ⲛⲧⲉⲣⲉ ϥ ⲁϣⲁϩⲟⲙ ϩⲙ ⲡⲉϥ ⲡⲛⲉⲩⲙⲁ ⲡⲉϫⲁ ϥ ϫⲉ ⲉⲧⲃⲉ ⲟⲩ ⲧⲉⲓ ⲅⲉⲛⲉⲁ ⲕⲱⲧⲉ ⲛⲥⲁ ⲟⲩ ⲙⲁⲉⲓⲛ ϩⲁⲙⲏⲛ ϯ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲏ ⲧⲛ ϫⲉ ⲉϣⲱⲡⲉ ⲥⲉ ⲛⲁ ϯⲙⲁⲉⲓⲛ ⲛ ⲧⲉⲓ ⲅⲉⲛⲉⲁ .,O O O O abstract abstract O O O O O person person O O abstract abstract O O O O O O O O O O O O O person person O
ⲛⲧⲉⲣⲉ ϥ ⲗⲟ ϩⲁⲣⲟ ⲟⲩ ⲁ ϥ ⲧⲁⲗⲉ ⲟⲛ ⲉ ⲡ ϫⲟⲉⲓ ⲁ ϥ ⲃⲱⲕ ⲉ ⲡⲉⲓ ⲕⲣⲟ,O O O O O O O O O O object object O O O O place place
ⲁ ⲩ ⲣ ⲡ ⲱⲃϣ ⲛ ϫⲓⲟⲉⲓⲕ ⲛⲁ ⲩ . ⲁⲩⲱ ⲛⲉ ⲙⲙⲛⲧⲁ ⲩ ⲙⲙⲁⲩ ⲛⲥⲁ ⲟⲩ ⲟⲉⲓⲕ ⲟⲩⲱⲧ ϩⲙ ⲡ ϫⲟⲉⲓ,O O O O O O O O O O O O O O O O object O object O object object
ⲁ ϥ ϩⲱⲛ ⲉⲧⲟⲟⲧ ⲟⲩ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ϭⲱϣⲧ ⲛ ⲧⲉⲧⲛ ϯ ϩⲧⲏ ⲧⲛ ⲉⲣⲱ ⲧⲛ ⲉ ⲡⲉ ⲑⲁⲃ ⲛ ⲛⲉ ⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲙⲛ ⲡⲉ ⲑⲁⲃ ⲛ ϩⲏⲣⲱⲇⲏⲥ,O O O O O O O O O O O O O O O O O O O O substance O O person person O substance O O person-Herod_II
ⲁ ⲩ ⲙⲉⲕⲙⲟⲩⲕ ⲟⲩ ⲙⲛ ⲛⲉⲩ ⲉⲣⲏⲩ ϫⲉ ⲙⲛⲧ ⲟⲩ ⲟⲉⲓⲕ ⲙⲙⲁⲩ .,O O O O O O O O O O object O O
ⲛⲧⲉⲣⲉ ϥ ⲉⲓⲙⲉ ⲇⲉ ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ ϫⲉ ⲉⲧⲃⲉ ⲟⲩ ⲧⲉⲧⲛ ⲙⲟⲕⲙⲉⲕ ϫⲉ ⲙⲙⲛⲧⲏ ⲧⲛ ⲟⲉⲓⲕ ⲙⲙⲁⲩ . ⲛ ⲧⲉⲧⲛ ⲛⲟⲉⲓ ⲁⲛ ⲟⲩⲇⲉ ⲛ ⲧⲉⲧⲛ ϯ ⲁⲛ ⲛ ϩⲧⲏ ⲧⲛ ⲡⲉⲧⲛ ϩⲏⲧ ⲧⲏⲙ,O O O O O O O O O O O O O O O O object O O O O O O O O O O O O O O abstract abstract O
ⲉⲣⲉ ⲛⲉⲧⲛ ⲃⲁⲗ ⲙⲙⲱ ⲧⲛ ⲛ ⲧⲉⲧⲛ ⲉⲓⲱⲣϩ ⲁⲛ . ⲁⲩⲱ ⲉⲣⲉ ⲛⲉⲧⲛ ⲙⲁⲁϫⲉ ⲙⲙⲱ ⲧⲛ ⲛ ⲧⲉⲧⲛ ⲥⲱⲧⲙ ⲁⲛ ⲁⲩⲱ ⲛ ⲧⲉⲧⲛ ⲣ ⲡ ⲙⲉⲉⲩⲉ ⲁⲛ,O object object O O O O O O O O O object object O O O O O O O O O O O O O
ⲛⲧⲉⲣ ⲓ ⲡⲉϣ ⲧⲓⲟⲩ ⲛ ⲟⲉⲓⲕ ⲉ ⲡ ϭⲓⲥ ⲧⲃⲁ ⲛ ⲣⲱⲙⲉ . ⲁ ⲧⲉⲧⲛ ϥⲓ ⲟⲩⲏⲣ ⲛ ⲕⲟⲧ ⲉ ⲩ ⲙⲉϩ ⲛ ⲗⲁⲕⲙ ⲡⲉϫⲁ ⲩ ⲛⲁ ϥ ϫⲉ ⲙⲛⲧⲥⲛⲟⲟⲩⲥ .,O O O object O object O person O O O person O O O O object O O O O O O object O O O O O object O
ⲛⲧⲉⲣ ⲓ ⲡⲱϣ ⲟⲛ ⲙ ⲡ ⲥⲁϣϥ ⲛ ⲟⲉⲓⲕ ⲉ ⲡⲉ ϩⲙⲉ ⲛ ϣⲉ ⲛ ⲣⲱⲙⲉ ⲁ ⲧⲉⲧⲛ ϥⲓ ⲟⲩⲏⲣ ⲛ ⲃⲓⲣ ⲉ ⲩ ⲙⲉϩ ⲛ ⲗⲁⲕⲙ . ⲡⲉϫⲁ ⲩ ⲛⲁ ϥ ϫⲉ ⲥⲁϣϥ .,O O O O O object O O object O person O O O O person O O O object O O O O O O object O O O O O O object O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ ϫⲉ ⲡⲱⲥ ϭⲉ ⲛ ⲧⲉⲧⲛ ⲛⲟⲉⲓ ⲁⲛ .,O O O O O O O O O O O O
ⲉ ⲩ ⲉⲓ ⲇⲉ ⲉϩⲣⲁⲓ ⲉ ⲃⲏⲇⲥⲁⲓⲇⲁⲛ ⲁⲩⲱ ⲁ ⲩ ⲉⲓⲛⲉ ⲛⲁ ϥ ⲛ ⲟⲩ ⲃⲗⲗⲉ ⲁ ⲩ ⲥⲉⲡⲥⲱⲡ ϥ ⲇⲉ ϫⲉⲕⲁⲁⲥ ⲉϥⲉ ϫⲱϩ ⲉⲣⲟ ϥ,O O O O O O place-Bethsaida O O O O O O O person person O O O O O O O O O O
ⲛⲧⲉⲣⲉ ϥ ⲁⲙⲁϩⲧⲉ ⲛⲧⲟⲟⲧ ϥ ⲙ ⲡ ⲃⲗⲗⲉ . ⲁ ϥ ⲛⲧ ϥ ⲉ ⲡ ⲃⲟⲗ ⲛ ⲧ ⲕⲱⲙⲏ . ⲁⲩⲱ ⲛⲧⲉⲣⲉ ϥ ⲛⲉϫ ⲡⲁϭⲥⲉ ⲉϩⲟⲩⲛ ϩⲛ ⲛⲉϥ ⲃⲁⲗ ⲁ ϥ ⲕⲁ ⲧⲟⲟⲧ ϥ ϩⲓϫⲱ ϥ ⲁ ϥ ϫⲛⲟⲩ ϥ ⲇⲉ ϫⲉ ⲉ ⲕ ⲛⲁⲩ ⲉ ⲟⲩ .,O O O O O O person person O O O O O O place O O place place O O O O O substance O O object object O O O object object O O O O O O O O O O O O O O
ⲛⲧⲉⲣⲉ ϥ ϥⲓ ⲉⲓⲁⲧ ϥ ⲇⲉ ⲉϩⲣⲁⲓ ⲡⲉϫⲁ ϥ ϫⲉ ϯ ⲛⲁⲩ ⲉ ⲛ ⲣⲱⲙⲉ ⲉ ⲩ ⲙⲟⲟϣⲉ ⲛ ⲧ ϩⲉ ⲛ ϩⲉⲛ ϣⲏⲛ .,O O O object object O O O O O O O O person person O O O O O O O plant plant O
ⲁ ϥ ⲕⲁ ⲧⲟⲟⲧ ϥ ϩⲓϫⲛ ⲛⲉϥ ⲃⲁⲗ ⲉⲓⲁⲧ ϥ ⲥⲱⲧϥ ⲁ ϥ ⲉⲓⲱⲣϩ ⲁⲩⲱ ⲁ ϥ ⲛⲁⲩ ⲉ ⲛⲕⲁ ⲛⲓⲙ ⲕⲁⲗⲱⲥ .,O O O object object O object object object object O O O O O O O O O object object O O
ⲁ ϥ ϫⲟⲟⲩ ϥ ⲉϩⲣⲁⲓ ⲉ ⲡⲉϥ ⲏⲓ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ϥ ϫⲉ ⲙⲡⲣ ⲃⲱⲕ ⲣⲱ ⲉϩⲟⲩⲛ ⲉ ⲧ ⲕⲱⲙⲏ .,O O O O O O place place O O O O O O O O O O O O O place place O
ⲓⲏⲥⲟⲩⲥ ⲁ ϥ ⲉⲓ ⲉⲃⲟⲗ ⲙⲛ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ⲉ ⲛ ⲕⲱⲙⲏ ⲛ ⲧ ⲕⲉⲥⲁⲣⲓⲁ ⲛⲧⲉ ⲫⲓⲗⲓⲡⲡⲟⲥ . ⲁⲩⲱ ⲉ ϥ ϩⲛ ⲧⲉ ϩⲓⲏ ⲁ ϥ ϫⲛⲟⲩ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ⲩ . ϫⲉ ⲉⲣⲉ ⲛ ⲣⲱⲙⲉ ϫⲱ ⲙⲙⲟ ⲥ ⲉⲣⲟ ⲓ ϫⲉ ⲁⲛⲅ ⲛⲓⲙ .,person-Jesus O O O O O person person O place O O place-Caesarea_Philippi O O person-Philip_the_Tetrarch O O O O O place place O O O person person O O O O O O O O O O person person O O O O O O O O O
ⲛⲧⲟⲟⲩ ⲇⲉ ⲡⲉϫⲁ ⲩ ⲛⲁ ϥ ϫⲉ ϩⲟⲓⲛⲉ ϫⲉ ⲓⲱϩⲁⲛⲛⲏⲥ ⲡⲉ ⲡ ⲃⲁⲡⲧⲓⲥⲧⲏⲥ . ϩⲉⲛ ⲕⲟⲟⲩⲉ ϫⲉ ϩⲏⲗⲉⲓⲁⲥ ⲡⲉ . ϩⲉⲛ ⲕⲟⲟⲩⲉ ⲇⲉ ϫⲉ ⲟⲩⲁ ⲡⲉ ⲛ ⲛⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ .,O O O O O O O person O person-John_the_Baptist O O person-John_the_Baptist O person person O person-Elijah O O person person O O person O O person person O
ⲛⲧⲟϥ ⲇⲉ ⲁ ϥ ϫⲛⲟⲩ ⲟⲩ ϫⲉ ⲛⲧⲱⲧⲛ ⲇⲉ ⲉ ⲧⲉⲧⲛ ϫⲱ ⲙⲙⲟ ⲥ ⲉⲣⲟ ⲓ ϫⲉ ⲁⲛⲅ ⲛⲓⲙ . ⲁ ϥ ⲟⲩⲱϣⲃ ⲇⲉ ⲛϭⲓ ⲡⲉⲧⲣⲟⲥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ϥ ϫⲉ ⲛⲧⲟⲕ ⲡⲉ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ,O O O O O O O O O O O O O O O O O O O O O O O O O person-Saint_Peter O O O O O O O O O O person person
ⲁ ϥ ⲉⲡⲓⲧⲓⲙⲁ ⲛⲁ ⲩ ϫⲉⲕⲁⲁⲥ ⲛⲛⲉ ⲩ ϫⲟⲟ ⲥ ⲛ ⲗⲁⲁⲩ ⲉⲧⲃⲏⲏⲧ ϥ .,O O O O O O O O O O O person O O O
ⲁ ϥ ⲁⲣⲭⲉⲓ ⲛ ⲧⲟⲩⲛ ⲉⲓⲁⲧ ⲟⲩ ⲉⲃⲟⲗ ϫⲉ ⲡ ϣⲏⲣⲉ ⲙ ⲡ ⲣⲱⲙⲉ ⲉ ϥ ⲛⲁ ϫⲡⲓ ϣⲉⲡ ϩⲁϩ ⲛ ϩⲓⲥⲉ ⲛ ⲥⲉ ⲥⲧⲟ ϥ ⲉⲃⲟⲗ ⲛϭⲓ ⲛⲉ ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ ⲙⲛ ⲛ ⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲙⲛ ⲛⲉ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ . ⲛ ⲥⲉ ⲙⲟⲟⲩⲧ ϥ . ⲁⲩⲱ ⲙⲛⲛⲥⲁ ϣⲟⲙⲛⲧ ⲛ ϩⲟⲟⲩ ⲛ ϥ ⲧⲱⲟⲩⲛ .,O O O O O object object O O person O O O person O O O O O abstract O abstract O O O O O O person person O person person O person person O O O O O O O O time O time O O O O
ϩⲛ ⲟⲩ ⲡⲁⲣⲣⲏⲥⲓⲁ ⲛⲉ ϥ ϫⲱ ⲙ ⲡ ϣⲁϫⲉ ⲡⲉⲧⲣⲟⲥ ⲇⲉ ⲁ ϥ ϯ ⲡⲉϥ ⲟⲩⲟⲓ ⲉϩⲟⲩⲛ ⲉⲣⲟ ϥ ⲁ ϥ ⲁⲣⲭⲉⲓ ⲛ ⲉⲡⲓⲧⲓⲙⲁ ⲛⲁ ϥ .,O abstract abstract O O O O abstract abstract person-Saint_Peter O O O O O O O O O O O O O O O O O
ⲛⲧⲟϥ ⲇⲉ ⲛⲧⲉⲣⲉ ϥ ⲕⲧⲟ ϥ ⲁⲩⲱ ⲁ ϥ ⲛⲁⲩ ⲉ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ⲁ ϥ ⲉⲡⲓⲧⲓⲙⲁ ⲙ ⲡⲉⲧⲣⲟⲥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ϥ . ϫⲉ ⲃⲱⲕ ⲉ ⲡⲁϩⲟⲩ ⲙⲙⲟ ⲓ ⲡ ⲥⲁⲧⲁⲛⲁⲥ ⲉⲃⲟⲗ ϫⲉ ⲛ ⲅ ⲙⲉⲉⲩⲉ ⲁⲛ ⲉ ⲛⲁ ⲡ ⲛⲟⲩⲧⲉ ⲁⲗⲗⲁ ⲉ ⲛⲁ ⲛ ⲛ ⲣⲱⲙⲉ .,O O O O O O O O O O O person person O O O O person-Saint_Peter O O O O O O O O O O O place O place person-Satan person-Satan O O O O O O O abstract person person O O abstract O person person O
ⲛⲧⲉⲣⲉ ϥ ⲙⲟⲩⲧⲉ ⲉ ⲡ ⲙⲏⲏϣⲉ ⲙⲛ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ ϫⲉ ⲡ ⲉⲧ ⲟⲩⲱϣ ⲉ ⲟⲩⲁϩ ϥ ⲛⲥⲱ ⲓ ⲙⲁⲣⲉ ϥ ⲁⲣⲛⲁ ⲙⲙⲟ ϥ ⲛ ϥ ϥⲓ ⲙ ⲡⲉϥ ⲥⲧⲁⲩⲣⲟⲥ ⲛ ϥ ⲟⲩⲁϩ ϥ ⲛⲥⲱ ⲓ,O O O O person person O person person O O O O O person O O O O O O person O O O O O O O O O object object O O O O O O
ⲡ ⲉⲧ ⲛⲁ ⲟⲩⲱϣ ⲅⲁⲣ ⲉ ⲛⲁϩⲙ ⲧⲉϥ ⲯⲩⲭⲏ ϥ ⲛⲁ ⲥⲟⲣⲙ ⲉⲥ . ⲡ ⲉⲧ ⲛⲁ ⲥⲱⲣⲙ ⲇⲉ ⲛ ⲧⲉϥ ⲯⲩⲭⲏ ⲉⲧⲃⲏⲏⲧ ⲙⲛ ⲡ ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ϥ ⲛⲁ ⲧⲟⲩϫⲟ ⲥ .,person O O O O O O abstract abstract O O O O O person O O O O O abstract abstract O O abstract abstract O O O O O
ⲟⲩ ⲅⲁⲣ ⲉⲧ ⲛⲁ ϯϩⲏⲩ ⲙ ⲡ ⲣⲱⲙⲉ ⲉ ⲧⲣⲉ ϥ ϫⲡⲉ ⲡ ⲕⲟⲥⲙⲟⲥ ⲧⲏⲣ ϥ ⲁⲩⲱ ⲛ ϥ ϯⲟⲥⲉ ⲛ ⲧⲉϥ ⲯⲩⲭⲏ .,O O O O O O person person O O O O place O O place O O O O O abstract abstract O
ⲟⲩ ⲡ ⲉⲧⲉⲣⲉ ⲡ ⲣⲱⲙⲉ ⲛⲁ ⲧⲁⲁ ϥ ⲛ ϣⲃⲃⲓⲱ ϩⲁ ⲧⲉϥ ⲯⲩⲭⲏ .,O O O person person O O O O abstract O abstract abstract O
ⲡ ⲉⲧ ⲛⲁ ϯϣⲓⲡⲉ ⲅⲁⲣ ⲛⲁ ⲓ ⲙⲛ ⲛ ⲉⲧⲉ ⲛⲟⲩⲓ ⲛⲉ ϩⲛ ⲧⲉⲓ ⲅⲉⲛⲉⲁ ⲛ ⲛⲟⲉⲓⲕ . ⲁⲩⲱ ⲛ ⲣⲉϥⲣⲛⲟⲃⲉ . ⲡ ϣⲏⲣⲉ ϩⲱⲱ ϥ ⲙ ⲡ ⲣⲱⲙⲉ ⲛⲁ ϯϣⲓⲡⲉ ⲛⲁ ϥ ⲉϥϣⲁⲛ ⲉⲓ ϩⲙ ⲡ ⲉⲟⲟⲩ ⲙ ⲡⲉϥ ⲉⲓⲱⲧ ⲙⲛ ⲛ ⲁⲅⲅⲉⲗⲟⲥ ⲉⲧ ⲟⲩⲁⲁⲃ,person O O O O O O O abstract O abstract O O person O O O O O O person O person O O O O person person O O O O O O O abstract O O person person O person O O person
ⲁ ϥ ⲁⲣⲭⲉⲥⲑⲁⲓ ⲟⲛ ⲉ ϯⲥⲃⲱ ϩⲁ ⲧⲉ ⲑⲁⲗⲁⲥⲥⲁ . ⲁⲩⲱ ⲁ ⲩ ⲛⲟϭ ⲙ ⲙⲏⲏϣⲉ ⲥⲱⲟⲩϩ ⲉⲣⲟ ϥ ϩⲱⲥⲧⲉ ⲉ ⲧⲣⲉ ϥ ⲁⲗⲉ ⲉ ⲡ ϫⲟⲉⲓ ⲛ ϥ ϩⲙⲟⲟⲥ ϩⲛ ⲧⲉ ⲑⲁⲗⲁⲥⲥⲁ . ⲁⲩⲱ ⲡ ⲙⲏⲏϣⲉ ⲧⲏⲣ ϥ ⲛⲉ ϥ ⲁϩⲉ ⲣⲁⲧ ϥ ϩⲓ ⲡⲉ ⲕⲣⲟ ⲛ ⲧⲉ ⲑⲁⲗⲁⲥⲥⲁ,O O O O O O O place place O O O person O O person O O O O O O O O O object object O O O O place place O O person O O person O O O O O O place O O place place
ⲁ ϥ ϯⲥⲃⲱ ⲇⲉ ⲛⲁ ⲩ ⲉⲙⲁⲧⲉ ϩⲛ ϩⲉⲛ ⲡⲁⲣⲁⲃⲟⲗⲏ ⲁⲩⲱ ⲛⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ⲩ ϩⲛ ⲧⲉϥ ⲥⲃⲱ,O O O O O O O O abstract abstract O O O O O O O O O abstract abstract
ϫⲉ ⲥⲱⲧⲙ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁ ϥ ⲉⲓ ⲉⲃⲟⲗ ⲛϭⲓ ⲡ ⲉⲧ ϫⲟ ⲉ ⲧ ϫⲟ .,O O O O O O O O O person O person O event event O
ⲁⲩⲱ ⲛⲧⲉⲣⲉ ϥ ϫⲟ ⲟⲩⲁ ⲙⲉⲛ ⲁ ϥ ϩⲉ ϩⲁⲧⲉ ⲧⲉ ϩⲓⲏ ⲁⲩⲱ ⲁ ⲩ ⲉⲓ ⲛϭⲓ ⲛ ϩⲁⲗⲁⲧⲉ ⲁ ⲩ ⲟⲙ ⲟⲩ,O O O O plant O O O O O place place O O O O O animal animal O O O O
ⲕⲉ ⲩⲁ ⲇⲉ ⲁ ϥ ϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲛ ⲧ ⲡⲉⲧⲣⲁ ⲡ ⲙⲁ ⲉⲧⲉ ⲙⲙⲛ ϩⲁϩ ⲛ ⲕⲁϩ ⲛϩⲏⲧ ϥ ⲁⲩⲱ ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲁ ⲩ ϯⲟⲩⲱ ⲉϩⲣⲁⲓ ⲉⲧⲃⲉ ϫⲉ ⲙⲛ ϩⲁϩ ⲛ ⲕⲁϩ ϩⲁⲣⲟ ⲟⲩ,plant plant O O O O O place O O O O O O substance O substance O place O O O O O O O O O O O substance O substance O O
ⲁⲩⲱ ⲛⲧⲉⲣⲉ ⲡ ⲣⲏ ϣⲁ ⲁ ⲩ ϩⲱϭⲃ ⲁⲩⲱ ⲉⲧⲃⲉ ϫⲉ ⲙⲡ ⲟⲩ ϫⲉⲛⲟⲩⲛⲉ ⲉⲃⲟⲗ ⲁ ⲩ ϣⲟⲟⲩⲉ,O O object object O O O O O O O O O O O O O O
ⲕⲉ ⲩⲁ ⲁ ϥ ϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲛ ⲛ ϣⲟⲛⲧⲉ ⲁⲩⲱ ⲁ ⲩ ⲉⲓ ⲉϩⲣⲁⲓ ⲛϭⲓ ⲛ ϣⲟⲛⲧⲉ ⲁ ⲩ ⲟϭⲧ ⲟⲩ ⲁⲩⲱ ⲙⲡ ⲟⲩ ϯⲕⲁⲣⲡⲟⲥ,plant plant O O O O O plant plant O O O O O O plant plant O O O O O O O O
ϩⲉⲛ ⲕⲟⲟⲩⲉ ⲁ ⲩ ϩⲉ ⲉϫⲙ ⲡ ⲕⲁϩ ⲉⲧ ⲛⲁⲛⲟⲩ ϥ ⲁⲩⲱ ⲁ ⲩ ⲉⲓ ⲉϩⲣⲁⲓ ⲁ ⲩ ⲁⲩⲝⲁⲛⲉ ⲁ ⲩ ϯⲕⲁⲣⲡⲟⲥ ⲉ ⲙⲁⲁⲃ ⲁⲩⲱ ⲉ ⲥⲉ ⲁⲩⲱ ⲉ ϣⲉ .,plant plant O O O O place O O O place O O O O O O O O O O O O abstract O O abstract O O abstract O
ⲛⲉ ϥ ϫⲱ ⲇⲉ ⲙⲙⲟ ⲥ ⲛⲁ ⲩ ϫⲉ ⲡ ⲉⲧⲉ ⲩⲛⲧ ϥ ⲙⲁⲁϫⲉ ⲙⲙⲁⲩ ⲉ ⲥⲱⲧⲙ ⲙⲁⲣⲉ ϥ ⲥⲱⲧⲙ .,O O O O O O O O O person O O O object O O person O O O O
ⲛⲧⲉⲣⲉ ϥ ⲕⲁ ⲡ ⲙⲏⲏϣⲉ ⲇⲉ ⲁ ⲩ ϫⲛⲟⲩ ϥ ⲛϭⲓ ⲛ ⲉⲧ ⲛⲙⲙⲁ ϥ ⲛⲙ ⲡ ⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲉ ⲛ ⲡⲁⲣⲁⲃⲟⲗⲏ,O O O person person O O O O O O person O O O O person person O abstract abstract
ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ . ϫⲉ ⲛⲧⲱⲧⲛ ⲛⲧ ⲁ ⲩ ϯ ⲛⲏ ⲧⲛ ⲙ ⲡ ⲙⲩⲥⲧⲏⲣⲓⲟⲛ ⲛ ⲧ ⲙⲛⲧⲣⲣⲟ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲛⲏ ⲇⲉ ⲉⲧ ϩⲓⲃⲟⲗ ⲉ ⲩ ⲛⲁ ϫⲓ ϩⲱⲃ ⲛⲓⲙ ⲉⲣⲟ ⲟⲩ ϩⲛ ϩⲉⲛ ⲡⲁⲣⲁⲃⲟⲗⲏ,O O O O O O O O O O O O O O abstract O O abstract O O person person person O O place O O O O abstract abstract O O O abstract abstract
ϫⲉⲕⲁⲁⲥ ⲉ ⲩ ⲛⲁⲩ ⲉⲩⲉ ⲛⲁⲩ ⲁⲩⲱ ⲛ ⲥⲉ ⲧⲙ ⲛⲁⲩ ⲁⲩⲱ ⲉ ⲩ ⲥⲱⲧⲙ ⲉⲩⲉ ⲥⲱⲧⲙ ⲛ ⲥⲉ ⲧⲙ ⲛⲟⲉⲓ . ⲙⲏⲡⲱⲥ ⲛ ⲥⲉ ⲕⲟⲧ ⲟⲩ ⲛ ⲥⲉ ⲕⲱ ⲛⲁ ⲩ ⲉⲃⲟⲗ .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ⲁⲩⲱ ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ ϫⲉ ⲛ ⲧⲉⲧⲛ ⲥⲟⲟⲩⲛ ⲁⲛ ⲛ ⲧⲉⲓ ⲡⲁⲣⲁⲃⲟⲗⲏ . ⲁⲩⲱ ⲡⲱⲥ ⲛ ⲕⲉ ⲡⲁⲣⲁⲃⲟⲗⲏ ⲧⲏⲣ ⲟⲩ ⲧⲉⲧ ⲛⲁ ⲥⲟⲩⲱⲛ ⲟⲩ,O O O O O O O O O O O abstract abstract O O O O abstract O O abstract O O O O
ⲡ ⲉⲧ ϫⲟ ⲉ ϥ ϫⲟ ⲙ ⲡ ϣⲁϫⲉ .,person O person O O O O abstract abstract O
